orphan_type,identifier,name,details
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/frutto_di_balissa_af851ce9c3fd9f22.json,Frutto di Balissa,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/frutto_di_berbercane_e96dc3f1d7cb4a16.json,Frutto di Berbercane,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/fungo_sewant_29445a8a83d78cd2.json,Fungo Sewant,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/grasso_di_cane_4198ede3706536e5.json,Grasso di Cane,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/orzo_95a39c10ac2c30d2.json,Orzo,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/petali_di_mirto_bianco_ec0a066de5952cd6.json,Petali di Mirto Bianco,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/pietra_del_vino_0f558734abb24106.json,Pietra del Vino,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/pozione_di_toussaint_79522b70478f66fa.json,Pozione di Toussaint,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/prezzemolo_selvatico_12e61a61030946ba.json,Prezzemolo Selvatico,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/puro_caelum_3d98f156a74e1451.json,Puro Caelum,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/puro_etere_cb61a49e08c04de4.json,Puro Etere,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/puro_fulgur_d4ecf5b0096e25be.json,Puro Fulgur,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/puro_hydragenum_f2444c384cad712c.json,Puro Hydragenum,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/puro_quebrith_0b2873a7d3ed701f.json,Puro Quebrith,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/puro_rebis_cc05a685ff08e83d.json,Puro Rebis,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/puro_sol_20e068d5fa5fbb36.json,Puro Sol,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/puro_vermiglio_6d608e7720919161.json,Puro Vermiglio,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/puro_vetriolo_4b1566886954c974.json,Puro Vetriolo,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/radice_di_pimento_cfe496b115424807.json,Radice di Pimento,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/rossetto_velenoso_250ad7a4e25e9c89.json,Rossetto Velenoso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/scleroderma_bd1a4ecf135bb576.json,Scleroderma,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/sempreviva_nanica_97d7a5cdcd801c3e.json,Sempreviva Nanica,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/unguento_cinereo_b547eb6a4cf94d05.json,Unguento Cinereo,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/veleno_di_cappuccio_di_monaco_1664e85ed6aa5b08.json,Veleno di Cappuccio di Monaco,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-alchemy/verbena_6b5787685979186e.json,Verbena,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/argento_67f4cc5e358fcd0a.json,Argento,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/corna_di_silvano_74f48bc69541179b.json,Corna di Silvano,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/corno_di_bes_73b3c6bf627ad6a7.json,Corno di Bes,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/grasso_d_orso_92e00306fb135017.json,Grasso d'Orso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/linfa_di_abominio_7c6b5a43210f9e8d.json,Linfa di Abominio,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/oro_f490c0b2131458a7.json,Oro,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/pelle_di_dragonide_7fdef6ba557ec03a.json,Pelle di Dragonide,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/pelle_d_orso_5bd59e64aff7a81e.json,Pelle d'Orso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/pietra_elementale_6b5a43210f9e8d7c.json,Pietra Elementale,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/polvere_zerrikaniana_391483bd69fdc687.json,Polvere Zerrikaniana,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-components/saliva_di_alp_ec383db7dcb23e3d.json,Saliva di Alp,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-mutations/mutageno_elementale_blu_2464a9a9a85e607e.json,Mutageno: Elementale (Blu),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-mutations/mutageno_succube_verde_7ed4642d55db4d89.json,Mutageno: Succube (Verde),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-mutazioni-tc/regola_mutazione_cd_esperimento_avanzato_fe3324f4fd08a961.json,Regola Mutazione: CD Esperimento Avanzato,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-mutazioni-tc/regola_mutazione_combinare_creature_ac6afa586331cca0.json,Regola Mutazione: Combinare Creature,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-mutazioni-tc/regola_mutazione_fallire_esperimento_2fcf00fa68f8c8c0.json,Regola Mutazione: Fallire Esperimento,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-mutazioni-tc/tratto_mutazione_appendice_gigante_1fb4045119aa25a4.json,Tratto Mutazione: Appendice Gigante,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-mutazioni-tc/tratto_mutazione_arto_aggiuntivo_a89fc5455fed2de3.json,Tratto Mutazione: Arto Aggiuntivo,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-mutazioni-tc/tratto_mutazione_testa_aggiuntiva_5f1356214a7ca68f.json,Tratto Mutazione: Testa Aggiuntiva,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_armatura_della_lumaca_c5b2337b0e663674.json,Schema: Schema Armatura della Lumaca,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_armatura_del_orso_4faf34eb649331cd.json,Schema: Schema Armatura del Orso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_armatura_del_vipera_7820eaeccdca5b0d.json,Schema: Schema Armatura del Vipera,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_armatura_gnomesca_da_dragone_6c41b7894d554805.json,Schema: Armatura Gnomesca da Dragone,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_armi_di_toussaint_24886ddd935af3d9.json,Schema: Schema Armi di Toussaint,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_munizioni_a_punta_larga_7b53ec7f7bf34eac.json,Schema: Munizioni a Punta Larga (x10),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_rinforzo_in_fibra_9917c793cba645a3.json,Schema: Rinforzo in Fibra,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_rinforzo_nano_5e082e424a3a4dab.json,Schema: Rinforzo Nano,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_spada_d_acciaio_della_lumaca_8740d6ca0ec69f89.json,Schema: Schema Spada d'Acciaio della Lumaca,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_spada_d_acciaio_del_orso_09658d766401261d.json,Schema: Schema Spada d'Acciaio del Orso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_spada_d_acciaio_del_vipera_2b285bd6d0b28320.json,Schema: Schema Spada d'Acciaio del Vipera,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_spada_d_argento_della_lumaca_542bee0e7a3953eb.json,Schema: Schema Spada d'Argento della Lumaca,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_spada_d_argento_del_orso_1e19004d01539483.json,Schema: Schema Spada d'Argento del Orso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_spada_d_argento_del_vipera_6cc6acfeb594bd07.json,Schema: Schema Spada d'Argento del Vipera,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_zanna_del_vipera_d9748aefddd55105.json,Schema: Schema Zanna del Vipera,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-animals/Bue_6275656265737431.json,Bue,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-animals/Cane_63616e6562657374.json,Cane,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-animals/Mulo_6d756c6f62657374.json,Mulo,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-animals/warg_e958d3ecee13529b.json,Warg,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-characters/brodgar_farrag_e982bd20a83c3b13.json,Brodgar Farrag,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-characters/crogiolo_kowal_63726f67696f6c6f.json,"""Crogiolo"" Kowal",Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-characters/elias_von_drexel_bfc34788c345a119.json,Elias von Drexel,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-characters/enid_harkus_0cd1d4394ae7ae41.json,Enid Harkus,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-characters/la_strega_di_rupe_della_lince_34253226f5c82904.json,La Strega di Rupe della Lince,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-monsters/bestia_del_lago_tankred_8e1eab2491949360.json,Bestia del Lago Tankred,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-monsters/corriere_6b97c66525e348b6.json,Corriere,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-monsters/cultista_del_coram_agh_tera_418c67ecf457abcb.json,Cultista del Coram Agh Tera,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-monsters/gigascorpione_33590ff433306c9d.json,Gigascorpione,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-monsters/oritteropo_a2663c6721e4f823.json,Oritteropo,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,BESTIARIO/witcher-monsters/scout_e5e302f2e54a41d4.json,Scout,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-armor/scudo_in_scaglie_di_viverna_7c8d9e0f1a2b3c4d.json,Scudo in Scaglie di Viverna,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/20m_di_corda_6744066439faf25e.json,20m di Corda,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/amplificatore_d8a48ffcdc782700.json,Amplificatore,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/amuleto_incantato_2_incantesimi_4d40471f65001a0b.json,Amuleto Incantato (2 Incantesimi),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/amuleto_incantato_3_incantesimi_4ddf42cb2eab0e0c.json,Amuleto Incantato (3 Incantesimi),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/amuleto_incantato_4_incantesimi_5bfe48717eebb217.json,Amuleto Incantato (4 Incantesimi),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/amuleto_semplice_7154dad58f595fe8.json,Amuleto Semplice,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/anello_del_favore_65abbe35f68e927b.json,Anello del Favore,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/anti_costrutti_dd75a029513af7f7.json,Anti-Costrutti,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/arnesi_da_scasso_0fef46fca9c86760.json,Arnesi da Scasso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/arto_artificiale_87b0d7a95b375f04.json,Arto Artificiale,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/arto_artificiale_di_qualita_b81eec29f7eb6759.json,Arto Artificiale di Qualità,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/bambola_da_magia_nera_846c89e88640a65f.json,Bambola da Magia Nera,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/baule_nascosto_a832e21feedfead1.json,Baule Nascosto,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/buon_pasto_3d3cb5612735cbc1.json,Buon Pasto,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/camera_di_distillazione_3e6ac8889dcb2a9d.json,Camera di Distillazione,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/carne_cruda_b193ed0c276adc71.json,Carne Cruda,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
