"Path","ID"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Elementale_di_Ghiaccio_b326af7c5e18490d.json","b326af7c5e18490d"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Elementale_di_Terra_279c64d03ebf1a85.json","279c64d03ebf1a85"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Endriaghe_73c3990b5b604c52.json","73c3990b5b604c52"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Fenice_395027d6cbea148f.json","395027d6cbea148f"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Foglet_02deb874c639fa51.json","02deb874c639fa51"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Frightener_4fb21c96538da7e0.json","4fb21c96538da7e0"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Garkain_e4d1b092f7c638a5.json","e4d1b092f7c638a5"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Ghoul_12a2486818104394.json","12a2486818104394"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Gigascorpione_ltd2z1f4qqmj8uj2.json","ltd2z1f4qqmj8uj2"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Godling_ea0b462d9f5871c3.json","ea0b462d9f5871c3"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Golem_3733a2e542bc4422.json","3733a2e542bc4422"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\GRANDE_ORSO_428856c3bd17449e.json","428856c3bd17449e"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Grifoni_78ef677ff12f4842.json","78ef677ff12f4842"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Hym_1_os69cw31143304up.json","os69cw31143304up"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Hym_e5df03bc61479a82.json","e5df03bc61479a82"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Katakan_fbbeb3e855404782.json","fbbeb3e855404782"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\La_Damigella_Circondata_di_Farfalle_6zydgx38hlwv089l.json","6zydgx38hlwv089l"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Leshen_d25be16a30987c4f.json","d25be16a30987c4f"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Lupi_e_Warg_d847c2fbfd02418a.json","d847c2fbfd02418a"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Lupi_Mannari_035913ab7f634834.json","035913ab7f634834"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Manticora_16b379d2c05e4f8a.json","16b379d2c05e4f8a"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\MARI_LWYD_817df366a12d4597.json","817df366a12d4597"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Nekker_0d0ad6b62ee84666.json","0d0ad6b62ee84666"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Oritteropo_48nl1bqqfjmcjp4x.json","48nl1bqqfjmcjp4x"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Orso_5f2c01967d4a8be3.json","5f2c01967d4a8be3"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Pantera_1_zri7y1qjwy9znbuh.json","zri7y1qjwy9znbuh"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Pantera_b541e097ad83c2f6.json","b541e097ad83c2f6"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\PENITENTE_a34ed9b7ba1f433d.json","a34ed9b7ba1f433d"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Pesta_463e78129a5b0dcf.json","463e78129a5b0dcf"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Plumard_d2b7c4a0398f6e15.json","d2b7c4a0398f6e15"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Scaltrocertola_31e65a29f7d048bc.json","31e65a29f7d048bc"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Scolopendra_Gigante_ea4189d5603b2c7f.json","ea4189d5603b2c7f"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Shaelmaar_c6f108bd53ae4729.json","c6f108bd53ae4729"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Silvano_Oberhasil_ss9sa7rtjgdc58bx.json","ss9sa7rtjgdc58bx"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Sirene_d56af36cf7084deb.json","d56af36cf7084deb"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Streghe_dei_Sepolcri_260905ff0083427c.json","260905ff0083427c"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Succube_&_Incubo_7ed094f23185bc6a.json","7ed094f23185bc6a"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Troll_48a5d21bf7c06e93.json","48a5d21bf7c06e93"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Troll_di_Mahakam_ea8evn05po9cbmz3.json","ea8evn05po9cbmz3"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Troll_di_Roccia_aad7dc7659774d5b.json","aad7dc7659774d5b"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Vampiro_Superiore_c6f1d0a29b3e8a47.json","c6f1d0a29b3e8a47"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Vendigo_e4a39bc56f780d12.json","e4a39bc56f780d12"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Vero_Drago_b3a1d9c72e4f0a6d.json","b3a1d9c72e4f0a6d"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Viverne_203eba78f51748a4.json","203eba78f51748a4"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Wraith_68e7591ef4dc408b.json","68e7591ef4dc408b"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\MOSTRI\Wraith_Diurni_f5a1fd3e32584e48.json","f5a1fd3e32584e48"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Annegina_di_Maribor_i46gf8b48zwpnkn1.json","i46gf8b48zwpnkn1"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Arcieri_Scoiatael_323194a9de7b4879.json","323194a9de7b4879"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Artorius_Vigo_6172746f72697573.json","6172746f72697573"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Banditi_0dc8836ecea5468a.json","0dc8836ecea5468a"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Bronwyn_Occhiofino_62726f6e77796e6f.json","62726f6e77796e6f"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Cadfan_di_Ebbing_63616466616e6562.json","63616466616e6562"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Catrin_Preece_7onqxtnaj34e2k7j.json","7onqxtnaj34e2k7j"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Clarisse_de_Claudine_hz6wiqgmnpp2043c.json","hz6wiqgmnpp2043c"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Dandelion_Flagello_di_Draghi_l1ibpsdpaspcdzaq.json","l1ibpsdpaspcdzaq"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Dormyn_di_Gemmera_646f726d796e6765.json","646f726d796e6765"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Dorregaray_646f727265676172.json","646f727265676172"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Drystan_6472797374616e6e.json","6472797374616e6e"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Elgan_656c67616e766572.json","656c67616e766572"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Francesca_Findabair_6672616e63657363.json","6672616e63657363"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Francine_Marchand_ec4te28ge93kxzy1.json","ec4te28ge93kxzy1"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Fringilla_Vigo_6672696e67696c6c.json","6672696e67696c6c"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Geralt_di_Rivia_6e70635f67657261.json","6e70635f67657261"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Iorveth_696f72766574685f.json","696f72766574685f"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Istredd_697374726564645f.json","697374726564645f"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Keira_Metz_6b656972616d6574.json","6b656972616d6574"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Leblanc_de_Surmann_9ut1enl4es32hbp3.json","9ut1enl4es32hbp3"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Letho_6c6574686f67756c.json","6c6574686f67756c"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Louise_van_Adelaide_6twgeu3rswqm7r5j.json","6twgeu3rswqm7r5j"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Margarita_Laux-Antille_6d61726761726974.json","6d61726761726974"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Philippa_Eilhart_7068696c69707061.json","7068696c69707061"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Ranuncolo_72616e756e636f6c.json","72616e756e636f6c"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Sile_de_Tancarville_616466616e656263.json","616466616e656263"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Strega_di_Rupe_della_Lince_ek27cw12crh41i1o.json","ek27cw12crh41i1o"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Stregobor_73747265676f626f.json","73747265676f626f"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Triss_7472697373616d65.json","7472697373616d65"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Vernon_Roche_7665726e6f6e726f.json","7665726e6f6e726f"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Xarthisius_7861727468697369.json","7861727468697369"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Yennefer_di_Vengerberg_79656e6e65666572.json","79656e6e65666572"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\BESTIARIO\PNG\Zoltan_6a6f6c74616e6368.json","7a6f6c74616e6368"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\armigero.json","0profmanatarms01"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\artigiano.json","profcraftsman001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\bardo.json","profbard00000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\criminale.json","profcriminal0001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\druido.json","rofdruid00000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\mago.json","profmage00000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\medico.json","rofdoctor0000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\mercante.json","profmerch0000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\prete.json","ofpriest00000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-professions\Witcher.json","profwitcher000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-races\bobolak.json","racebobolak00001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-races\elfi.json","0raceelf00000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-races\gnomi.json","racegnome0000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-races\nani.json","racedwarf0000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-races\umani.json","racehuman0000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-races\vran.json","racevran00000001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-races\witcher_race.json","racewitcher00001"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\affari_5f8be6c95d19d184.json","5f8be6c95d19d184"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\alchimia_450700c2423377dc.json","450700c2423377dc"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\alchimia_980a449e9a677fc9.json","980a449e9a677fc9"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\artigianato_c64070fc0d72f10b.json","c64070fc0d72f10b"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\artigianato_d2a0fdc55b892b70.json","d2a0fdc55b892b70"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\asta_lancia_4569adf6da4cd78c.json","4569adf6da4cd78c"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\atletica_ea0d9de2d94c7ae7.json","ea0d9de2d94c7ae7"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\balestra_3dafd1145ae258d4.json","3dafd1145ae258d4"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\belle_arti_c53a243e4a215262.json","c53a243e4a215262"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\benedizioni_b4c5d6e7f8a9b0c1.json","b4c5d6e7f8a9b0c1"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\b_sacro_c4d5e6f7a8b9c0d1.json","c4d5e6f7a8b9c0d1"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\camuffamento_3a027964177ebfb2.json","3a027964177ebfb2"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\camuffamento_42cf5ee579036a15.json","42cf5ee579036a15"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\carisma_0bbaaa3a81520262.json","0bbaaa3a81520262"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\conoscenza_mostri_fb419ebc522bdec9.json","fb419ebc522bdec9"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\consapevolezza_73c79deb0ee6329a.json","73c79deb0ee6329a"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\contraffazione_eaa35432d5329a08.json","eaa35432d5329a08"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\coraggio_7ebdf43554dc6aa3.json","7ebdf43554dc6aa3"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\creare_rituali_f8cd878e2f47c613.json","f8cd878e2f47c613"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\creare_trappole_84e1b21239c0966a.json","84e1b21239c0966a"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\cura_e_stile_620f203ff79edc3b.json","620f203ff79edc3b"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\c_sapere_b2c3d4e5f6a7b8c9.json","b2c3d4e5f6a7b8c9"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\deduzione_bdc543342cfc257f.json","bdc543342cfc257f"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\equitazione_f961f259b5a0fb56.json","f961f259b5a0fb56"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\etichetta_sociale_bce439c2946e0caa.json","bce439c2946e0caa"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\fabbricare_trappole_811f06949c0e223b.json","811f06949c0e223b"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\falsificare_070c79e701918341.json","070c79e701918341"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\fervore_a6b7c8d9e0f1a2b3.json","a6b7c8d9e0f1a2b3"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\f_bestiale_b0c1d2e3f4a5b6c7.json","b0c1d2e3f4a5b6c7"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\gioco_d_azzardo_12fe74d0e5001799.json","12fe74d0e5001799"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\g_bestie_d0e1f2a3b4c5d6e7.json","d0e1f2a3b4c5d6e7"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\g_bosco_f6a7b8c9d0e1f2a3.json","f6a7b8c9d0e1f2a3"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\inganno_30d435cba4c349b9.json","30d435cba4c349b9"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\insegnare_3199364ee5d4c7c6.json","3199364ee5d4c7c6"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\intimidazione_e76878dc8c48e71c.json","e76878dc8c48e71c"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\istruzione_cae834ce33219427.json","cae834ce33219427"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\lame_piccole_cab8e29ce1231d1c.json","cab8e29ce1231d1c"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\lanciare_incantesimi_62d40cb8b56d14af.json","62d40cb8b56d14af"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\lingua_antica_d5e513cfba00d5d5.json","d5e513cfba00d5d5"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\lingua_comune_2574c290a64b4e31.json","2574c290a64b4e31"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\lingua_nanica_158766ff2e804669.json","158766ff2e804669"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\l_natura_f8a9b0c1d2e3f4a5.json","f8a9b0c1d2e3f4a5"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\mischia_9985644d9354a4d0.json","9985644d9354a4d0"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\mistagogo_b1c2d3e4f5a6b7c8.json","b1c2d3e4f5a6b7c8"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\m_culto_c0d1e2f3a4b5c6d7.json","c0d1e2f3a4b5c6d7"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\navigazione_d40561485e4f1ad1.json","d40561485e4f1ad1"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\percezione_umana_d9c91689d82daf96.json","d9c91689d82daf96"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\persuasione_7629510c05d21936.json","7629510c05d21936"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\prestigiditazione_8edaff803df41fb4.json","8edaff803df41fb4"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\preveggenza_d2e3f4a5b6c7d8e9.json","d2e3f4a5b6c7d8e9"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\pronto_soccorso_120ca2cb658c1f01.json","120ca2cb658c1f01"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\pronto_soccorso_f8e91708b8ae614d.json","f8e91708b8ae614d"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\p_animale_d8e9f0a1b2c3d4e5.json","d8e9f0a1b2c3d4e5"
"E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\CORE\witcher-skills\p_dei_1a2b3c4d5e6f7a8b.json","1a2b3c4d5e6f7a8b"
