"Status","Name","File","Path"
"?? PLACEHOLDER","Anti-Ibridi","Anti-Ibridi_960d1a617e2a6847.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-special\Anti-Ibridi_960d1a617e2a6847.json"
"?? PLACEHOLDER","Anti-Insettoidi","Anti-Insettoidi_38a76fa165a6de46.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-special\Anti-Insettoidi_38a76fa165a6de46.json"
"?? PLACEHOLDER","Anti-Maledetti","Anti-Maledetti_69e7c869d29dc1bd.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-special\Anti-Maledetti_69e7c869d29dc1bd.json"
"?? PLACEHOLDER","Anti-Necrofagi","Anti-Necrofagi_6ea0fdab22fb013d.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-special\Anti-Necrofagi_6ea0fdab22fb013d.json"
"?? PLACEHOLDER","Anti-Orchi","Anti-Orchi_071d9c96f5e1cfa0.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-special\Anti-Orchi_071d9c96f5e1cfa0.json"
"?? PLACEHOLDER","Anti-Spettri","Anti-Spettri_e1d78826b093f749.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-special\Anti-Spettri_e1d78826b093f749.json"
"?? PLACEHOLDER","Anti-Vampiri","Anti-Vampiri_a8c209f3b5cbf95b.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-special\Anti-Vampiri_a8c209f3b5cbf95b.json"
"?? PLACEHOLDER","Arco Corto","Arco_Corto_05729cdd8b8e4b31.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Arco_Corto_05729cdd8b8e4b31.json"
"?? PLACEHOLDER","Arco da Guerra","Arco_da_Guerra_34b85896699c4c74.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Arco_da_Guerra_34b85896699c4c74.json"
"?? PLACEHOLDER","Arco da Viaggio Elfico","Arco_da_Viaggio_Elfico_00f3ff9d48b2ad48.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Arco_da_Viaggio_Elfico_00f3ff9d48b2ad48.json"
"?? PLACEHOLDER","Arco Lunare","Arco_Lunare_7a8b9c0d1e2f3a4b.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Arco_Lunare_7a8b9c0d1e2f3a4b.json"
"?? PLACEHOLDER","Arco Lungo","Arco_Lungo_0678c7fef48542fe.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Arco_Lungo_0678c7fef48542fe.json"
"?? PLACEHOLDER","Armatura a Piastre","Armatura_a_Piastre_3cd42c4b0b5d409c.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_a_Piastre_3cd42c4b0b5d409c.json"
"?? PLACEHOLDER","Armatura a Piastre Nilfgaardiana","Armatura_a_Piastre_Nilfgaardiana_72d75f6f65b94ab9.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_a_Piastre_Nilfgaardiana_72d75f6f65b94ab9.json"
"?? PLACEHOLDER","Armatura da Alabardiere Redaniana","Armatura_da_Alabardiere_Redaniana_25b33d15fa1d4c20.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_da_Alabardiere_Redaniana_25b33d15fa1d4c20.json"
"?? PLACEHOLDER","Armatura dei Montanari","Armatura dei Montanari.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura dei Montanari.json"
"?? PLACEHOLDER","Armatura del Gatto","Armatura_del_Gatto_kobcisq696q8zvl5.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_del_Gatto_kobcisq696q8zvl5.json"
"?? PLACEHOLDER","Armatura del Grifone","Armatura_del_Grifone_ldy4e5lrkrrvsbxs.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_del_Grifone_ldy4e5lrkrrvsbxs.json"
"?? PLACEHOLDER","Armatura del Lupo","Armatura_del_Lupo_o6hqy2mbkicx457g.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_del_Lupo_o6hqy2mbkicx457g.json"
"?? PLACEHOLDER","Armatura della Lumaca","Armatura_della_Lumaca_xw4u3i7psowhis32.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_della_Lumaca_xw4u3i7psowhis32.json"
"?? PLACEHOLDER","Armatura della Manticora","Armatura_della_Manticora_bz4jwuwqidv3ww8g.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_della_Manticora_bz4jwuwqidv3ww8g.json"
"?? PLACEHOLDER","Armatura della Vipera","Armatura_della_Vipera_bukppvyvclyr9uqk.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_della_Vipera_bukppvyvclyr9uqk.json"
"?? PLACEHOLDER","Armatura dell'Orso","Armatura_dellOrso_jn9w0e016jtm62bq.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_dellOrso_jn9w0e016jtm62bq.json"
"?? PLACEHOLDER","Armatura di Corvo","Armatura di Corvo.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura di Corvo.json"
"?? PLACEHOLDER","Armatura di Draugr","Armatura di Draugr.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura di Draugr.json"
"?? PLACEHOLDER","Armatura Pesante di Hindarsfjall","Armatura_Pesante_di_Hindarsfjall_5db318389d2f4b48.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Armatura_Pesante_di_Hindarsfjall_5db318389d2f4b48.json"
"?? PLACEHOLDER","Arnesi da Scasso","Arnesi_da_Scasso_0fef46fca9c86760.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Arnesi_da_Scasso_0fef46fca9c86760.json"
"?? PLACEHOLDER","Artigiano","Artigiano_dda3513924004a52.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Artigiano_dda3513924004a52.json"
"?? PLACEHOLDER","Arto Artificiale","Arto_Artificiale_87b0d7a95b375f04.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Arto_Artificiale_87b0d7a95b375f04.json"
"?? PLACEHOLDER","Arto Artificiale di Qualit??","Arto_Artificiale_di_Qualit?_b81eec29f7eb6759.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Arto_Artificiale_di_Qualit?_b81eec29f7eb6759.json"
"?? PLACEHOLDER","Ascia da Battaglia","Ascia_da_Battaglia_a2598bdcb027404b.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Ascia_da_Battaglia_a2598bdcb027404b.json"
"?? PLACEHOLDER","Ascia da Berserker","Ascia_da_Berserker_4382864124ce4ea9.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Ascia_da_Berserker_4382864124ce4ea9.json"
"?? PLACEHOLDER","Ascia da Lancio","Ascia_da_Lancio_e0693361f0404e5f.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Ascia_da_Lancio_e0693361f0404e5f.json"
"?? PLACEHOLDER","Ascia Nanica","Ascia_Nanica_0000ae86d87f059a.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Ascia_Nanica_0000ae86d87f059a.json"
"?? PLACEHOLDER","Ascia Nera Gnomesca","Ascia_Nera_Gnomesca_006f87a98ae4f9f8.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Ascia_Nera_Gnomesca_006f87a98ae4f9f8.json"
"?? PLACEHOLDER","Asta","Asta_0080c39f6ba83088.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Asta_0080c39f6ba83088.json"
"?? PLACEHOLDER","Attrezzatura Alchemica","Attrezzatura_Alchemica_7e2017507b818aa4.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Attrezzatura_Alchemica_7e2017507b818aa4.json"
"?? PLACEHOLDER","Attrezzatura da Pesca","Attrezzatura_da_Pesca_082aece2906976b9.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Attrezzatura_da_Pesca_082aece2906976b9.json"
"?? PLACEHOLDER","Avvocato","Avvocato_16fabfa87cd946d0.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Avvocato_16fabfa87cd946d0.json"
"?? PLACEHOLDER","Azza","Azza_38c1eaacac924334.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Azza_38c1eaacac924334.json"
"?? PLACEHOLDER","Bacchetta della Succube","Bacchetta_della_Succube_b1c2d3e4f5a6b7c8.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Bacchetta_della_Succube_b1c2d3e4f5a6b7c8.json"
"?? PLACEHOLDER","Bacinetto Temeriano","Bacinetto_Temeriano_12551b4429c74918.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Bacinetto_Temeriano_12551b4429c74918.json"
"?? PLACEHOLDER","Badile","Badile_00df31f62afb18c8.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Badile_00df31f62afb18c8.json"
"?? PLACEHOLDER","Bagno Caldo","Bagno_Caldo_65870f45a04244b4.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Bagno_Caldo_65870f45a04244b4.json"
"?? PLACEHOLDER","Bagno Freddo","Bagno_Freddo_9034145cef2525af.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Bagno_Freddo_9034145cef2525af.json"
"?? PLACEHOLDER","Balestra","Balestra_90750e6f288a4af4.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Balestra_90750e6f288a4af4.json"
"?? PLACEHOLDER","Balestra da Caccia","Balestra_da_Caccia.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\racconti\witcher-weapons-racconti\Balestra_da_Caccia.json"
"?? PLACEHOLDER","Balestra da Cacciatore di Mostri","Balestra_da_Cacciatore_di_Mostri_5f833da91e34474a.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Balestra_da_Cacciatore_di_Mostri_5f833da91e34474a.json"
"?? PLACEHOLDER","Balestra Pesante Nanica","Balestra_Pesante_Nanica_0002518f9669a30e.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Balestra_Pesante_Nanica_0002518f9669a30e.json"
"?? PLACEHOLDER","Balestrino","Balestrino_087b1a38130b4e14.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Balestrino_087b1a38130b4e14.json"
"?? PLACEHOLDER","Balestrino Gnomesco","Balestrino_Gnomesco_00064db32bac6322.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Balestrino_Gnomesco_00064db32bac6322.json"
"?? PLACEHOLDER","Banchetto","Banchetto_23e728cb1fb44c9f.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Banchetto_23e728cb1fb44c9f.json"
"?? PLACEHOLDER","Bandoliera","Bandoliera_0c8a4f4b806b4703.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Bandoliera_0c8a4f4b806b4703.json"
"?? PLACEHOLDER","Barca a Vela","Barca_a_Vela_ddc6e01ba5218463.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-transports\Barca_a_Vela_ddc6e01ba5218463.json"
"?? PLACEHOLDER","Bardatura di Cuoio","Bardatura_di_Cuoio_9cdf4fc33ff58e52.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-transports\Bardatura_di_Cuoio_9cdf4fc33ff58e52.json"
"?? PLACEHOLDER","Bardatura di Maglia di Ferro","Bardatura_di_Maglia_di_Ferro_3e9f20c8a114a12d.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-transports\Bardatura_di_Maglia_di_Ferro_3e9f20c8a114a12d.json"
"?? PLACEHOLDER","Bastone","Bastone_7f1df27809b641e6.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Bastone_7f1df27809b641e6.json"
"?? PLACEHOLDER","Bastone con Cristallo","Bastone_con_Cristallo_023a83c9ec334aba.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Bastone_con_Cristallo_023a83c9ec334aba.json"
"?? PLACEHOLDER","Bastone da Passeggio Elfico","Bastone_da_Passeggio_Elfico_00c7f51114c30a28.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Bastone_da_Passeggio_Elfico_00c7f51114c30a28.json"
"?? PLACEHOLDER","Bastone del Vincolo","Bastone_del_Vincolo_0007e9599cacf4bb.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Bastone_del_Vincolo_0007e9599cacf4bb.json"
"?? PLACEHOLDER","Bastone di Ferro","Bastone_di_Ferro_afa5102884274060.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Bastone_di_Ferro_afa5102884274060.json"
"?? PLACEHOLDER","Bastone Gnomesco","Bastone_Gnomesco_0006bb641be67c67.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Bastone_Gnomesco_0006bb641be67c67.json"
"?? PLACEHOLDER","Bastone Uncinato","Bastone_Uncinato_1ae13fff58b64da2.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Bastone_Uncinato_1ae13fff58b64da2.json"
"?? PLACEHOLDER","Birra","Birra_0045d0aff6a64de6.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Birra_0045d0aff6a64de6.json"
"?? PLACEHOLDER","Bisacce","Bisacce_b448029bd8e3a4f8.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-transports\Bisacce_b448029bd8e3a4f8.json"
"?? PLACEHOLDER","Bisacce Militari","Bisacce_Militari_7b01483ef668ccd3.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-transports\Bisacce_Militari_7b01483ef668ccd3.json"
"?? PLACEHOLDER","Bordone da Pastore","Bordone_da_Pastore_000bdf3500204ce6.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-weapons\Bordone_da_Pastore_000bdf3500204ce6.json"
"?? PLACEHOLDER","Borraccia","Borraccia_2b44f63879f1469d.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Borraccia_2b44f63879f1469d.json"
"?? PLACEHOLDER","Borsello","Borsello_d811f31a133f4c9a.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Borsello_d811f31a133f4c9a.json"
"?? PLACEHOLDER","Brache a Doppia Trama","Brache_a_Doppia_Trama_dc9fde1aa6b94b24.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Brache_a_Doppia_Trama_dc9fde1aa6b94b24.json"
"?? PLACEHOLDER","Brache Corazzate","Brache_Corazzate_96e13315d29d466d.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Brache_Corazzate_96e13315d29d466d.json"
"?? PLACEHOLDER","Brache da Cavallerizzo","Brache_da_Cavallerizzo_5966d38dbaa245dd.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Brache_da_Cavallerizzo_5966d38dbaa245dd.json"
"?? PLACEHOLDER","Brache di Cuoio Lyriane","Brache_di_Cuoio_Lyriane_5445e5664915423c.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Brache_di_Cuoio_Lyriane_5445e5664915423c.json"
"?? PLACEHOLDER","Brache Imbottite","Brache_Imbottite_0f36c33bb673419c.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Brache_Imbottite_0f36c33bb673419c.json"
"?? PLACEHOLDER","Brigantina","Brigantina_1311af95fb794459.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Brigantina_1311af95fb794459.json"
"?? PLACEHOLDER","Brocchiero d???Acciaio","Brocchiero_dAcciaio_4bccea9569cb471e.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Brocchiero_dAcciaio_4bccea9569cb471e.json"
"?? PLACEHOLDER","Bue","Bue_9b617ae1c204253b.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-transports\Bue_9b617ae1c204253b.json"
"?? PLACEHOLDER","Bufera di Neve","Bufera_di_Neve_e7aaff60fbed4515.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-special\Bufera_di_Neve_e7aaff60fbed4515.json"
"?? PLACEHOLDER","Buon Pasto","Buon_Pasto_3d3cb5612735cbc1.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Buon_Pasto_3d3cb5612735cbc1.json"
"?? PLACEHOLDER","Camaglio","Camaglio_88963c607dde4624.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Camaglio_88963c607dde4624.json"
"?? PLACEHOLDER","Candele (??5)","Candele_5_2dbbeeaa6ab742e8.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Candele_5_2dbbeeaa6ab742e8.json"
"?? PLACEHOLDER","Cappuccio a Doppia Trama","Cappuccio_a_Doppia_Trama_26a5ecf364c04903.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Cappuccio_a_Doppia_Trama_26a5ecf364c04903.json"
"?? PLACEHOLDER","Cappuccio Corazzato","Cappuccio_Corazzato_5908f0aa32a3481c.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Cappuccio_Corazzato_5908f0aa32a3481c.json"
"?? PLACEHOLDER","Cappuccio da Arciere Verden","Cappuccio_da_Arciere_Verden_779074d9d8544651.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-armor\Cappuccio_da_Arciere_Verden_779074d9d8544651.json"
"?? PLACEHOLDER","Carne Cruda","Carne_Cruda_b193ed0c276adc71.json","E:\AntigravitiProgetti\CompendioTheWitcher\_tools\src-packs\EQUIPAGGIAMENTO\base\witcher-equipment\Carne_Cruda_b193ed0c276adc71.json"
